message,language,expected_entity_type,expected_code,expected_entity_value
His profession is a chef specializing in Asian cuisine ,EN,_JOB,200, chef
She works as a personal trainer helping clients reach their fitness goals ,EN,_JOB,200, personal trainer
Her job is a digital content creator for a lifestyle brand ,EN,_JOB,200, digital content creator
He works as a sales manager for a manufacturing company ,EN,_JOB,200, sales manager
She is a wildlife conservationist protecting endangered species ,EN,_JOB,200, wildlife conservationist
His occupation is a software tester ,EN,_JOB,200, software tester
She is a teacher at a primary school ,EN,_JOB,200, teacher
She works as a fashion photographer capturing stunning images ,EN,_JOB,200, fashion photographer
She is a police officer in a special operations unit ,EN,_JOB,200, police officer
Her profession is a physical therapist specializing in sports injuries ,EN,_JOB,200, physical therapist
He works as a web developer creating responsive websites ,EN,_JOB,200, web developer
He is a pilot flying commercial jets ,EN,_JOB,200, pilot
Her job involves being a market strategist ,EN,_JOB,200, market strategist
He is a professional surfer riding big waves ,EN,_JOB,200, professional surfer
She is a journalist covering scientific breakthroughs ,EN,_JOB,200, journalist
His occupation is an architect specializing in sustainable design ,EN,_JOB,200, architect
She works as a social media manager for a fitness brand ,EN,_JOB,200, social media manager
He is a wildlife researcher studying animal behavior ,EN,_JOB,200, wildlife researcher
Her job is a talent agent representing actors and actresses ,EN,_JOB,200, talent agent
She works as a travel blogger exploring different cultures ,EN,_JOB,200, travel blogger
His profession is a mechanical engineer specializing in automotive design ,EN,_JOB,200, mechanical engineer
She is a teacher at a cooking school ,EN,_JOB,200, teacher
His job title is a database architect ,EN,_JOB,200, database architect
He is a firefighter conducting fire safety training for businesses ,EN,_JOB,200, firefighter
She is a fashion designer creating streetwear collections ,EN,_JOB,200, fashion designer
He is a pilot flying cargo planes for a shipping company ,EN,_JOB,200, pilot
His profession is a florist specializing in wedding arrangements ,EN,_JOB,200, florist
She works as a social media strategist for a beauty brand ,EN,_JOB,200, social media strategist
He is a marine geologist studying the ocean floor ,EN,_JOB,200, marine geologist
Her job is a casting director for a television network ,EN,_JOB,200, casting director
He is a pilot flying commercial airlines ,EN,_JOB,200, pilot
His occupation is an electrician specializing in commercial wiring ,EN,_JOB,200, electrician
She works as a fashion blogger and style influencer ,EN,_JOB,200, fashion blogger
His job title is a systems engineer ,EN,_JOB,200, systems engineer
He is a firefighter conducting fire safety demonstrations ,EN,_JOB,200, firefighter
Her profession is a occupational therapist ,EN,_JOB,200, occupational therapist
He works as a data scientist ,EN,_JOB,200, data scientist
He is a pilot flying helicopters for search and rescue missions ,EN,_JOB,200, pilot
She is a journalist covering technology trends ,EN,_JOB,200, journalist
His occupation is a wedding planner ,EN,_JOB,200, wedding planner
She works as a social media strategist for a food brand ,EN,_JOB,200, social media strategist
He is a marine biologist studying whale behavior ,EN,_JOB,200, marine biologist
Her job is a talent scout for a music label ,EN,_JOB,200, talent scout
He is a pilot flying cargo planes for international shipping ,EN,_JOB,200, pilot
She works as a fashion stylist for fashion shows ,EN,_JOB,200, fashion stylist
His profession is a civil engineer specializing in bridge construction ,EN,_JOB,200, civil engineer
She works as a fashion blogger and personal shopper ,EN,_JOB,200, fashion blogger
She is a police officer assigned to a community outreach program ,EN,_JOB,200, police officer
He is a firefighter conducting fire safety education for children ,EN,_JOB,200, firefighter
She is a fashion designer creating sustainable fashion lines ,EN,_JOB,200, fashion designer
He is a pilot flying private planes for wealthy individuals ,EN,_JOB,200, pilot
She is a journalist covering travel and adventure stories ,EN,_JOB,200, journalist
His profession is a tattoo artist specializing in realistic tattoos ,EN,_JOB,200, tattoo artist
Her job is a makeup artist for film and television productions ,EN,_JOB,200, makeup artist
He works as a software developer building mobile applications ,EN,_JOB,200, software developer
She is a zoologist studying animal behavior in the wild ,EN,_JOB,200, zoologist
She is a graphic designer creating visually appealing designs ,EN,_JOB,200, graphic designer
He is a car mechanic specializing in engine repairs ,EN,_JOB,200, car mechanic
She works as an event planner organizing corporate events ,EN,_JOB,200, event planner
She is a professional golfer competing in tournaments worldwide ,EN,_JOB,200, professional golfer
He works as a data scientist analyzing big data sets ,EN,_JOB,200, data scientist
She is a vocal coach training singers for performances ,EN,_JOB,200, vocal coach
He is a startup founder running a successful tech company ,EN,_JOB,200, startup founder
Her job involves being a social media manager for a fashion brand ,EN,_JOB,200, social media manager
He is a professional skateboarder performing daring tricks ,EN,_JOB,200, professional skateboarder
His profession is a pastry chef creating delicious desserts ,EN,_JOB,200, pastry chef
She works as a fitness instructor leading group exercise classes ,EN,_JOB,200, fitness instructor
He is an environmental scientist studying climate change ,EN,_JOB,200, environmental scientist
